variant,cls,acc,dice,iou,prec,rec
single_noTTA,benign,0.9978332519529728,0.9214601769860539,0.8543589743502117,0.9286510590754888,0.9143798024048916
single_noTTA,malignant,0.9865264892576621,0.7329906259427488,0.57852028639342,0.9031296572212882,0.6167938931266321
single_noTTA,normal,1.0,1.0,1.0,1.0,1.0
single_noTTA,benign,0.9994659423826601,0.9419568822397685,0.8902821316335334,0.9250814331946228,0.9594594594270452
single_noTTA,malignant,0.956878662109229,0.9170287727536944,0.846771132678606,0.9780185370735358,0.8631992040676193
single_noTTA,normal,1.0,1.0,1.0,1.0,1.0
single_noTTA,normal,1.0,1.0,1.0,1.0,1.0
single_noTTA,benign,0.9990081787107851,0.9472830494651479,0.8998459167812042,0.9255150554528444,0.9700996677579717
single_noTTA,normal,0.9855499267576622,0.0,0.0,0.0,0.0
single_noTTA,benign,0.9986267089842227,0.9234693877472495,0.8578199051997185,0.9034941763576789,0.944347826070533
single_noTTA,malignant,0.9181976318357974,0.8252322738383617,0.7024642024638126,0.8355006931145056,0.8152131907762364
single_noTTA,benign,0.9792022705076632,0.8882695302886398,0.7989971980522061,0.9115074024210775,0.8661870503583274
single_noTTA,normal,1.0,1.0,1.0,1.0,1.0
single_noTTA,normal,0.9448699951170434,0.0,0.0,0.0,0.0
single_noTTA,malignant,0.9224700927732968,0.8058834765995011,0.6748784233422863,0.8709331131289256,0.7498755776745468
