file,cls,mode,method,acc,dice,iou,prec,rec
malignant_malignant_24.png,malignant,auto,Watershed,0.2137298583984049,0.352186867480438,0.2137298583984049,0.2137298583984049,0.999999999999286
malignant_malignant_24.png,malignant,auto,Otsu,0.6301422119139664,0.5004842864501803,0.3337639492055594,0.35178747320228526,0.8669236810160156
malignant_malignant_24.png,malignant,auto,RegionGrowing,0.7392272949217622,0.2707177605187886,0.156549205409063,0.3364803224776318,0.22645819947153104
malignant_malignant_170.png,malignant,oracle,Watershed,0.6698455810545854,0.6542118805234439,0.48611803823762356,0.491145558381607,0.9793770036839181
malignant_malignant_170.png,malignant,oracle,Otsu,0.6635284423827112,0.6038623910894452,0.4325235472745812,0.4834320888222737,0.8042011579497563
malignant_malignant_170.png,malignant,oracle,RegionGrowing,0.6861114501952078,0.21096237198411608,0.11791947172071612,0.5317092034019109,0.13158524331301422
malignant_malignant_170.png,malignant,auto,Watershed,0.31889343261713887,0.48357725458431383,0.31889343261713887,0.31889343261713887,0.9999999999995215
malignant_malignant_170.png,malignant,auto,Otsu,0.5670776367186635,0.526865223626634,0.35764902986249236,0.40435661811748935,0.7558734867693402
malignant_malignant_170.png,malignant,auto,RegionGrowing,0.6800079345702088,0.0362148995817656,0.01844137608236909,0.4581395348783937,0.018852576678300946
benign_benign_244.png,benign,oracle,Watershed,0.9866638183592245,0.7249842668322058,0.5686080947652092,0.6271094175251655,0.8590604026781578
benign_benign_244.png,benign,oracle,Otsu,0.9771881103514134,0.6167649320671194,0.4458858413623207,0.4699218749981644,0.8970917225883887
benign_benign_244.png,benign,oracle,RegionGrowing,0.9844512939451623,0.6333213386087322,0.4634017904135682,0.6119610570193884,0.6562266964902593
benign_benign_244.png,benign,auto,Watershed,0.020462036132809377,0.04010347354097222,0.020462036132809377,0.020462036132809377,0.999999999992543
benign_benign_244.png,benign,auto,Otsu,0.43370056152337133,0.05907258575664654,0.03043523695072093,0.030575822791446494,0.868754660694491
benign_benign_244.png,benign,auto,RegionGrowing,0.9435729980467311,0.0,0.0,0.0,0.0
malignant_malignant_183.png,malignant,oracle,Watershed,0.7737884521483195,0.6470490203079192,0.4782501583724649,0.48707838990627367,0.9634855360174677
malignant_malignant_183.png,malignant,oracle,Otsu,0.776565551757694,0.6135901834013423,0.4425748981687759,0.4886721869612506,0.8243051616556832
malignant_malignant_183.png,malignant,oracle,RegionGrowing,0.793365478515504,0.35019193857948644,0.2122622302366283,0.5417161520181982,0.2587209302323747
malignant_malignant_183.png,malignant,auto,Watershed,0.21520996093746717,0.35419387242587214,0.21520996093746717,0.21520996093746717,0.9999999999992909
malignant_malignant_183.png,malignant,auto,Otsu,0.612747192382719,0.4679566466110841,0.30544608648048566,0.33220227996537427,0.7913357912643283
malignant_malignant_183.png,malignant,auto,RegionGrowing,0.6707763671873976,0.31504761904751905,0.18697716482018728,0.2852379857436852,0.3518150879180716
benign_benign_52.png,benign,oracle,Watershed,0.9967651367185979,0.8162911611714361,0.689604685202202,0.9915789473475457,0.6936671575744673
benign_benign_52.png,benign,oracle,Otsu,0.9925537109373486,0.7112426035460874,0.5518824609683023,0.5944609297666226,0.8851251840812205
benign_benign_52.png,benign,oracle,RegionGrowing,0.9913024902342238,0.2766497461893826,0.1605301914556623,0.9999999999082569,0.1605301914556623
benign_benign_52.png,benign,auto,Watershed,0.01036071777343592,0.020508948123533866,0.01036071777343592,0.01036071777343592,0.9999999999852724
benign_benign_52.png,benign,auto,Otsu,0.4608459472655547,0.034748401901318164,0.017681401167634784,0.01770256353160083,0.9366715758330387
benign_benign_52.png,benign,auto,RegionGrowing,0.8641815185545557,0.0,0.0,0.0,0.0
malignant_malignant_19.png,malignant,oracle,Watershed,0.9293670654295457,0.8202679091435371,0.6953001579774254,0.7644376899690516,0.8848957024370571
